Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Name,University Type
C-59122,GYAN PRAKASH COLLEGE OF EDUCATION ,Bihar,Gaya,www.gpce.in,2009,Rural,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-59538,Vidya College of Professional Studies,Bihar,Patna,www.vidyacops.com,2010,Rural,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-59536,Sushila Sujata B.Ed. College,Bihar,Patna,www.sushilasujatabedcollege.in,2011,Rural,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-59150,B. L. B.Ed. College,Bihar,Aurangabad,www.blbedcollege.com,2016,Rural,Affiliated College,Private Aided (Government Aided),"Magadh University, Bodh Gaya",State Public University
C-55573,MAHILA MAHA VIDYALAYA  MUDILA AMBA,Bihar,Aurangabad,www.mmmcollege.org,2006,Rural,Affiliated College,Private Un-Aided,"SMT. NATHIBAI DAMODAR THACKERSEY WOMEN'S UNIVERSITY, MUMBAI",State Public University
C-58995,RADHAKRISHNAN COLLEGE OF EDUCATION,Bihar,Patna,www.rkceindia.org,2016,Urban,Affiliated College,Private Un-Aided,"Aryabhatta Knoweledge University , Patna",State Public University
C-71073,SHARDA GIRDHARI KESHRI COLLEGE MAHESHKHUNT,Bihar,Khagaria,www.sgkcollege.in,-,Rural,Affiliated College,Private Un-Aided,MUNGER UNIVERSITY,State Public University
C-59511,Bhuvan Malti College of Education,Bihar,Purbi Champaran,www.bmcemotihari.ac.in,2012,Rural,Affiliated College,Private Un-Aided,"Aryabhatta Knoweledge University , Patna",State Public University
C-59119,MAHESH SINGH B.ED COLLEGE,Bihar,Gaya,www.msttc.org.in,2012,Urban,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-59120,DR. B.R. AMBEDKAR COLLEGE OF EDUCATION,Bihar,Gaya,https://drbrambedkarcollegebodhgaya.in,2008,Rural,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-59170,JAJBA TEACHER TRAINING COLLEGE,Bihar,Gaya,www.jajbateachertraining.org,2016,Rural,Affiliated College,Private Aided (Government Aided),"Magadh University, Bodh Gaya",State Public University
C-71526,GURUDEO COLLEGE OF NURSING AND PARAMEDICAL SCIENCE ,Bihar,Vaishali,https://www.gcnps.org/,-,Rural,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-65173,GURUDEO PARAMEDICAL COLLEGE,Bihar,Patna,-,-,-,Affiliated College,-,Bihar University of Health Sciences,State Public University
C-59177,BRILLIANT INSTITUTE OF EDUCATION,Bihar,Gaya,www.brilyantinstitute.co.in,2014,Rural,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-59178,SANT MAALIK MEMORIAL INSTITUTE,Bihar,Gaya,www.maalikmemorial.co.in,2012,Rural,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-68527,GYANSAROVER VIDYAPEETH,Bihar,Patna,gyansarovervidyapeeth.com,-,Rural,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-19004,"PANDIT UGAM PANDEY COLLEGE, MOTIHARI",Bihar,Purbi Champaran,www.pupmotihari.com,1981,Urban,Affiliated College,Private Aided (Government Aided),"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-73954,CHAITANYA COLLEGE OF MANAGEMENT AND TECHNOLOGY    ,Bihar,Patna,https://www.chaitanyacollegepatna.com/,2023,Urban,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-12964,"N.J.S. College, Bakhtiyarpur",Bihar,Patna,njscolleses.in,-,Urban,Affiliated College,University,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-73953,"RAY BIRENDRA SINGH COLLEGE, KUTUBPUR KOTHI,THATHAN BUZURG, HAJIPUR VAISHALI",Bihar,Vaishali,-,2010,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-57691,ROYAL HERITAGE COLLEGE OF EDUCATION,Bihar,Vaishali,www.royalheritagecollege.com,2016,Rural,Affiliated College,Private Un-Aided,"Maulana Mazharul Haque Arabic & Persian University, Patna",State Public University
C-18995,"Jawaharlal Nehru Memorial College, Ghorasahan",Bihar,Purbi Champaran,jlnmcollege.ac.in,1964,Rural,Constituent / University College,State Government,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-50893,Vaishali Institute of Business and Rural Management,Bihar,Muzaffarpur,vibrm.in,1983,Urban,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-68926,"PHALGUNI PRASAD YADAV COLLEGE, CHAKAI",Bihar,Jamui,-,1987,Rural,Affiliated College,Private Un-Aided,MUNGER UNIVERSITY,State Public University
C-50815,"Janta Degree College, Korthu",Bihar,Darbhanga,www.jantadegreecollegekorthu.com,1985,Rural,Affiliated College,University,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-55020,"SWADESHI COLLEGE OF EDUCATION, PURNEA",Bihar,Purnia,www.swadeshipurnia.in,2015,Urban,Affiliated College,Private Un-Aided,"PURNEA UNIVERSITY, PURNIA",State Public University
C-73944,"MIRZA GALIB TEACHERS TRAINING COLLEGE, PATNA",Bihar,Patna,www.mgttc.in,-,Urban,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-68045,BIYOG LAL CHAUDHARY DEGREE COLLEGE JANDAHA,Bihar,Vaishali,blcdcollege.com,-,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-59283,Saharsa College of Engineering,Bihar,Saharsa,scesaharsa.org,-,Urban,Affiliated College,State Government,BIHAR ENGINEERING UNIVERSITY,State Public University
C-29463,"Indira Gandhi Institute of Medical Sciences, Medical College Patna",Bihar,Patna,-,-,-,Constituent / University College,-,"Indira Gandhi Institute of Medical Sciences, Patna",Institute under State Legislature Act
C-51018,VISHUN RAJDEO TEACHERS TRAINING COLLEGE,Bihar,Vaishali,www.vrttcollege.in,2008,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-65815,SRI RAJ NURSING TRAINING INSTITUTE AND PARA MEDICAL INSTITUTE,Bihar,Patna,SRIRAJNURSING.COM,-,Rural,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-59003,SUPAUL COLLEGE OF ENGINEERING,Bihar,Supaul,scesupaul.org,-,Urban,Affiliated College,State Government,BIHAR ENGINEERING UNIVERSITY,State Public University
C-8753,Darbhanga College of Engineering,Bihar,Darbhanga,https://www.dce-darbhanga.org/,-,Urban,Affiliated College,State Government,BIHAR ENGINEERING UNIVERSITY,State Public University
C-8726,"S.J.M.S.V. T.T. College, Dalsingsarai",Bihar,Samastipur,www.sjmsvmttc.org,2006,Urban,Affiliated College,Private Un-Aided,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-22858,Patna College,Bihar,Patna,www.patnacollge.ac.in,1863,Urban,Constituent / University College,University,"Patna University, Patna",State Public University
C-19499,"Prabhu Nath College, Parsa",Bihar,Saran,www.pncollegeparsa.com,1958,Rural,Constituent / University College,State Government,"Jai Prakash Vishwavidyalaya, Chapra",State Public University
C-19492,"Kamla Rai College, Gopalganj",Bihar,Gopalganj,http://kamlaraicgpl.org,1956,Urban,Constituent / University College,State Government,"Jai Prakash Vishwavidyalaya, Chapra",State Public University
C-47720,"MITHILA INSTITUTE OF POST GRADUATE STUDIES AND RESEARCH IN SANSKRIT, DARBHANGA",Bihar,Darbhanga,mridarbhanga.bih.nic.in,1951,Urban,Affiliated College,State Government,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-74349,DR. PRAKASH CHANDRA AYURVEDIC MEDICAL COLLEGE AND HOSPITAL,Bihar,Patna,dpcamch.org,2024,Rural,Affiliated College,Private Un-Aided,Bihar University of Health Sciences,State Public University
C-50917,MAGADH COLLEGE OF EDUCATION,Bihar,Gaya,www.mcegaya.in,2008,Rural,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-29605,"Marwari College, Kishanganj",Bihar,Kishanganj,www.marwaicollegeksn.co.in,1960,Urban,Constituent / University College,State Government,"PURNEA UNIVERSITY, PURNIA",State Public University
C-29600,"K.B. Jha College, Katihar",Bihar,Katihar,www.kbjhacollegekatihar.com.,1976,Urban,Constituent / University College,University,"PURNEA UNIVERSITY, PURNIA",State Public University
C-64390,SHRI BHAGWAT PRASAD SINGH MEMORIAL COLLEGE OF NURSING,Bihar,Aurangabad,-,-,Rural,Affiliated College,University,Bihar University of Health Sciences,State Public University
C-29583,"Anooplal Yadav Mahavidyalaya, Triveniganj",Bihar,Supaul,www.alycollege.edu.in,1979,Rural,Affiliated College,University,"Bhupendra Narayan Mandal University, Madhepura",State Public University
C-43565,Nalanda College of Engineering,Bihar,Nalanda,www.ncechandi.ac.in,-,Rural,Affiliated College,State Government,BIHAR ENGINEERING UNIVERSITY,State Public University
C-29593,"H.S. College, Udakishunganj",Bihar,Madhepura,-,1956,Urban,Constituent / University College,State Government,"Bhupendra Narayan Mandal University, Madhepura",State Public University
C-8728,Samastipur College,Bihar,Samastipur,www.samastipurcollege.org,1947,Urban,Constituent / University College,University,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-29624,"HARI PRASAD SAH COLLEGE, NIRMALI",Bihar,Supaul,www.hpscollegenirmali.ac.in,1964,Urban,Constituent / University College,State Government,"Bhupendra Narayan Mandal University, Madhepura",State Public University
C-47479,"NATIONAL INSTITUTE OF FASHION TECHNOLOGY, PATNA",Bihar,Patna,www.nift.ac.in,2008,Urban,PG Center / Off-Campus Center,Central Government,"National Institute of Fashion Technology, Hauz Khas",Institute of National Importance
C-70616,ASHARFI KUNWAR RAM RATAN RAI MAHAVIDALAYA KOTWA ROAD,Bihar,Purbi Champaran,ardck.in,-,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-70597,HIMALAYA LAW COLLEGE,Bihar,Patna,https://www.himalayalawcollege.in,-,Rural,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-29615,"B.S.S. College, Supaul",Bihar,Supaul,www.bsscollegesupaul.org,1959,Urban,Constituent / University College,University,"Bhupendra Narayan Mandal University, Madhepura",State Public University
C-29614,"M.L.T. College, Saharsa",Bihar,Saharsa,www.mltcollege.ac.in,1952,Urban,Constituent / University College,University,"Bhupendra Narayan Mandal University, Madhepura",State Public University
C-29602,"L.N.M.S. College, Birpur",Bihar,Supaul,lnmscollege.ac.in,1970,Rural,Constituent / University College,University,"Bhupendra Narayan Mandal University, Madhepura",State Public University
C-70740,"BINDESHWARI DUBEY COLLEGE BIHIYA, BHOJPUR",Bihar,Bhojpur,www.bdmahavidyalaya.in,-,Rural,Affiliated College,Private Un-Aided,"Veer Kunwar Singh University, Arrah",State Public University
C-8729,Sant Kabir College,Bihar,Samastipur,www.santkabircollege.com,1979,Urban,Affiliated College,University,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-8720,SBSS College,Bihar,Begusarai,www.sbsscollegebegusarai.com,1970,Urban,Constituent / University College,University,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-8733,J.N. College,Bihar,Madhubani,https://jncollegemdb.com/,1959,Urban,Constituent / University College,State Government,"Lalit Narayan Mithila University, Darbhanga",State Public University
C-57163,Indrakali Ramjee Singh B.Ed. College,Bihar,Gopalganj,www.irttcollege.in,2016,Rural,Affiliated College,Private Un-Aided,"Aryabhatta Knoweledge University , Patna",State Public University
C-29639,"M.H.M. College, Sonbarsa",Bihar,Saharsa,www.mhmcollegesonbarsa.in,1969,Rural,Constituent / University College,State Government,"Bhupendra Narayan Mandal University, Madhepura",State Public University
C-59475,Gaureshwar Naraian Singh Teachers Training College,Bihar,Aurangabad,www.gnsteacherstrainingcollege.org.in,2015,Rural,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-51500,Tauheed Institute Of Information Technology Katihar,Bihar,Katihar,-,-,Urban,Recognized Center,Private Un-Aided,"Maulana Mazharul Haque Arabic & Persian University, Patna",State Public University
C-51501,Seemanchal Minority B.Ed. College Katihar,Bihar,Katihar,www.smbckatihar.com,2013,Rural,Affiliated College,Private Un-Aided,"PURNEA UNIVERSITY, PURNIA",State Public University
C-51685,"NAWADA VIDHI MAHAVIDYALAYA, NAWADA",Bihar,Nawada,www.nawadavidhi.org,1988,Rural,Affiliated College,University,"Magadh University, Bodh Gaya",State Public University
C-12835,"Patna Muslim Science College,",Bihar,Patna,www.pmsc.org.in,1997,Urban,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-59474,Magadh Teachers Training College (CO-Ed.),Bihar,Gaya,www.mttc.ac.in,2010,Rural,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-12873,"B.N. College, Sobh",Bihar,Aurangabad,www.mpcollege.ac.in,1998,Rural,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-66727,MEENA BASKIT RAY DEGREE MAHAVIDYALAYA VAISHALI,Bihar,Vaishali,mbrcollege.co.in,2011,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-68536,"ALIGARH MUSLIM UNIVERSITY KISHANGANJ CENTRE, BIHAR",Bihar,Kishanganj,https://www.amu.ac.in/amucentres/amu-kishanganj-centre,2013,Urban,PG Center / Off-Campus Center,University,"Aligarh Muslim University, Aligarh",Central University
C-68535,MAA BACHCHAN DEVI BED COLLEGE,Bihar,Nalanda,www.mbdbedcollege.co.in,2017,Rural,Affiliated College,Private Un-Aided,"Maulana Mazharul Haque Arabic & Persian University, Patna",State Public University
C-70166,MOTHER TERESSA MANAGEMENT COLLEGE,Bihar,Patna,www.mtmcollege.net,-,Rural,Affiliated College,Private Un-Aided,"Aryabhatta Knoweledge University , Patna",State Public University
C-27143,"I.D.B.P.S.College, Garh Nokha",Bihar,Rohtas,www.idbpscollege.in,1975,Urban,Affiliated College,Private Aided (Government Aided),"Veer Kunwar Singh University, Arrah",State Public University
C-19498,"Hari Ram College, Mairwa",Bihar,Siwan,hariramcollegemairwa.in,1965,Rural,Constituent / University College,University,"Jai Prakash Vishwavidyalaya, Chapra",State Public University
C-19495,"Daroga Prasad Rai Degree College, Siwan",Bihar,Siwan,www.dprdcollege.com,1986,Urban,Affiliated College,Private Aided (Government Aided),"Jai Prakash Vishwavidyalaya, Chapra",State Public University
C-59285,TRIVENI COLLEGE OF EDUCATION,Bihar,Nawada,www.tcenawada.com,2010,Rural,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-43254,"Dr. S.P. Singh College of Teacher Education, Laxmipur, Areraj Road, Post-Shankar Saraiya, Turkaulia, Motihari, East Champaran",Bihar,Purbi Champaran,www.drspsinghcollege.com,2008,Rural,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-67822,MATASHRI KAUSHALYA RAMDEV DR GANESH RAI DEGREE COLLEGE,Bihar,Sitamarhi,www.mkrcollege.com,2020,Urban,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-12848,S.R.S. College,Bihar,Nawada,srscollegenwd.org,1978,Urban,Affiliated College,Private Aided (Government Aided),"Magadh University, Bodh Gaya",State Public University
C-43571,R.P. Sharma Institute of Technology,Bihar,Patna,www.rpsit.org,1995,Urban,Affiliated College,Private Un-Aided,"Aryabhatta Knoweledge University , Patna",State Public University
C-59627,Maa Vidya Maa Kusum Teachers Training College,Bihar,Patna,www.mvmkttcollege.in,2014,Rural,Affiliated College,Private Aided (Government Aided),"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-71524,MANAV BHARTI COLLEGE OF PHARMACY,Bihar,Gaya,www.manavbharticollegeofpharmacy.com,-,Rural,Affiliated College,Private Un-Aided,"Aryabhatta Knoweledge University , Patna",State Public University
C-12907,"Kisan College, Sohsarai",Bihar,Nalanda,www.kisancollege.ac.in,1957,Urban,Constituent / University College,University,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-70471,S P VERMA COLLEGE,Bihar,Nalanda,-,-,Rural,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-59212,"PURNEA COLLEGE OF ENGINEERING, PURNEA",Bihar,Purnia,www.pcepurnia.org,-,Urban,Affiliated College,University,BIHAR ENGINEERING UNIVERSITY,State Public University
C-47461,"FATIMA DEGREE COLLEGE, PATNA",Bihar,Patna,www.fatimadegreecollege.org,2010,Urban,Affiliated College,Private Un-Aided,"Maulana Mazharul Haque Arabic & Persian University, Patna",State Public University
C-22850,Patna Women's College,Bihar,Patna,www.patnawomenscollege.in,1940,Urban,Constituent / University College,University,"Patna University, Patna",State Public University
C-22851,Magadh Mahila College,Bihar,Patna,www.magadhmahilacollege.org,1946,Urban,Constituent / University College,University,"Patna University, Patna",State Public University
C-22852,College of Arts & Craft,Bihar,Patna,www.collegeofartsandcraftspu.in,1939,Rural,Constituent / University College,State Government,"Patna University, Patna",State Public University
C-22853,Patna Science College,Bihar,Patna,www.patnasciencecollege.ac.in,1927,Urban,Constituent / University College,University,"Patna University, Patna",State Public University
C-22854,Patna Law College,Bihar,Patna,www.patnalawcollege.ac.in,1909,Urban,Constituent / University College,University,"Patna University, Patna",State Public University
C-17664,"SSPS College, Shambhuganj",Bihar,Banka,https://sspscollege.org/,1979,Rural,Affiliated College,Private Aided (Government Aided),"T.M. Bhagalpur University, Bhagalpur",State Public University
C-67844,LEEDS TRAINING COLLEGE,Bihar,Patna,www.leedstrainingcollege.org,2016,Rural,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-67845,"ORAKH THAKUR MEMORIAL DEGREE COLLEGE, MOTIPUR, SANDHA, MUZAFFARPUR",Bihar,Muzaffarpur,-,-,Urban,Affiliated College,Private Un-Aided,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-22855,Bihar National College,Bihar,Patna,www.bncollegepatna.com,1889,Urban,Constituent / University College,State Government,"Patna University, Patna",State Public University
C-47460,"INSAN DEGREE COLLEGE, KISHANGANJ",Bihar,Kishanganj,www.insandegreecollege.org,2010,Urban,Affiliated College,Private Un-Aided,"Maulana Mazharul Haque Arabic & Persian University, Patna",State Public University
C-12921,"Jehanabad College, Jehanabad",Bihar,Jehanabad,jehanabadcollege.ac.in,1978,Urban,Affiliated College,Private Un-Aided,"Magadh University, Bodh Gaya",State Public University
C-67965,JINVANI MANAGEMENT COLLEGE,Bihar,Bhojpur,www.jmcara.in ,-,Rural,Affiliated College,Private Un-Aided,"Aryabhatta Knoweledge University , Patna",State Public University
C-57226,A. N. Sinha Institute of Social Studies,Bihar,Patna,www.ansiss.res.in,1964,Urban,Affiliated College,State Government,"Aryabhatta Knoweledge University , Patna",State Public University
C-35447,Vanijya Mahavidayala,Bihar,Patna,www.vmpu.in,1974,Urban,Constituent / University College,University,"Patna University, Patna",State Public University
C-35448,Patna Training College,Bihar,Patna,www.ptcpu.org,1908,Urban,Constituent / University College,University,"Patna University, Patna",State Public University
C-35449,Women's Training College,Bihar,Patna,wtcpu.org.in,1951,Urban,Constituent / University College,University,"Patna University, Patna",State Public University
C-68189,"MATA ASHAPURI COLLEGE, PYAREPUR, PAWAPURI, NALANDA",Bihar,Nalanda,https://www.mataashapuricollege.com/,-,Rural,Affiliated College,Private Un-Aided,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-12955,"B.S.College, Danapur",Bihar,Patna,www.bscollegedanapur.com,1954,Urban,Constituent / University College,University,"PATLIPUTRA UNIVERSITY, PATNA",State Public University
C-6459,"Prithwi Chand Vigyan College, Chapra",Bihar,Saran,www.pcvmsaran.in,1971,Urban,Constituent / University College,University,"Jai Prakash Vishwavidyalaya, Chapra",State Public University
