Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Name,University Type
C-23934,Chandra Kala Devi Sarda Degree College,Andhra Pradesh,Vizianagaram,WWW.HTTPS;//CKDCOLLEGE457.INAU,2003,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-24360,Presidency Degree College,Andhra Pradesh,Visakhapatnam,www.presidencydegreecollege.in.com,2001,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-23924,"Gayatri Degree College, Puritipenta(V), Vzm",Andhra Pradesh,Vizianagaram,WWW.gayatridegreecollege.in,2005,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-24393,St. Vincent De-Paul College,Andhra Pradesh,Eluru,https://www.depaulelr.edu.in/,1997,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-66677,SCHOOL OF MANAGEMENT STUDIES,Andhra Pradesh,Vizianagaram,www.smsmrpg.com,1994,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-26988,Vasavi Institute of Pharmaceutical Science,Andhra Pradesh,Y.S.R.,www.vipssciences.ac.in,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-63728,KADIRI BABURAO COLLEGE OF HORTICULTURE,Andhra Pradesh,Prakasam,www.kbrhorti.com,2017,Rural,Affiliated College,Private Un-Aided,Dr Y S R Horticulture University,State Public University
C-63727,J C DIWAKAR REDDY HORTICULTURAL COLLEGE,Andhra Pradesh,Ananthapuramu,jcdragriandhorti.com,2017,Rural,Affiliated College,Private Aided (Government Aided),Dr Y S R Horticulture University,State Public University
C-26918,"Annamacharya Institute of Technology And Sciences, Chinthakomma Dinne",Andhra Pradesh,Y.S.R.,www.aitskadapa.ac.in,2010,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-63722,SRI VENKATESWARA DEGREE COLLEGE KADIRI ,Andhra Pradesh,Ananthapuramu,www.svbpedcollege.co.in,2014,Rural,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-26920,"Sir C.V. Raman Institute of Technology & Sciences, Tadipatri,",Andhra Pradesh,Ananthapuramu,https://cvrt.in/,2009,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-26923,"Madura Sai Institute of IT & Management, Proddutur",Andhra Pradesh,Y.S.R.,www.msimpdtr.org,2009,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-24300,Bhavani College Of Education,Andhra Pradesh,Vizianagaram,WWW.BHAVANICOLLEGEOFEDUCATION.COM,2007,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-55752,"B. G. College of Education, Piduguralla",Andhra Pradesh,Palnadu,www.bgedn.com,2016,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-23899,A G L Degree College S KOTA,Andhra Pradesh,Vizianagaram,www.aglcollege.co.in,2005,Rural,Affiliated College,Private Aided (Government Aided),"Andhra University, Visakhapatnam",State Public University
C-41211,"Royal College of Education, Markapur, Prakasam District",Andhra Pradesh,Prakasam,-,2014,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-57524,"Vikas College of Education, Darsi",Andhra Pradesh,Prakasam,www.sgei.ac.in,2016,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-66698,"SRI PADMAVATHI COLLEGE OF NURSING, TIRUPATI",Andhra Pradesh,Tirupati,SPCNTPT.COM,2020,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-26924,"Annamacharya Institute of Technology & Sciences, New Boyanapalli, Rajampet",Andhra Pradesh,Y.S.R.,www.aitsrajampet.ac.in,1998,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-26927,Sumourya Institute of Management,Andhra Pradesh,Kurnool,www.sumourya.org.in,2010,Urban,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-66701,KODI RAMA MURTHY COLLEGE OF PHYSICAL EDUCATION,Andhra Pradesh,Vizianagaram,www.krmcpe.org,2004,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-66703,OMSAI COM DEGREE COLLEGE,Andhra Pradesh,Visakhapatnam,WWW.OMSAICOMDEGREE.ORG,2014,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-66706,UNIQUE DEGREE COLLEGE,Andhra Pradesh,Kurnool,-,2017,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-66708,SREE LAGUDU SIMHADRI COLLEGE OF EDUCATION,Andhra Pradesh,Vizianagaram,WWW.lagudusimhadrisociety.weebly. com,2016,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-66709,GAYATRI VIDYA PARISHAD INSTITUTE OF HEALTH CARE AND MEDICAL TECHNOLOGY,Andhra Pradesh,Visakhapatnam,www.gvpmc.in,2016,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-66710,ADITYA DEGREE COLLEGE BODASINGIPETA BONDAPALLI,Andhra Pradesh,Vizianagaram,www.adityacollegegpm.in,2014,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-66713,SREE VASAVI DEGREE COLLEGE,Andhra Pradesh,Ananthapuramu,http://sreevasavicollege.org,2020,Rural,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-66714,PUTTUR COLLEGE OF PHYSIOTHERAPY PUTTUR,Andhra Pradesh,Chittoor,www.pcbpt.com,2016,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-66715,VARMA COLLEGE OF EDUCATION,Andhra Pradesh,Chittoor,WWW.VARMA.ORG,2016,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-55072,"JNTUA College of Engineering, Kalikiri",Andhra Pradesh,Chittoor,www.jntuacek.ac.in,2013,Rural,Constituent / University College,State Government,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-24230,Mrs. A.V.N.  College,Andhra Pradesh,Visakhapatnam,www.avncollege.ac.in,1860,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-26931,Quba College of Engineering & Technology,Andhra Pradesh,Sri Potti Sriramulu Nellore,www.qubacollege.in,2002,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-23845,Sree Kasyap Degree College,Andhra Pradesh,Visakhapatnam,https://sreekasyapedu.com/,1997,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-66721,MAGUNTA SUBBARAMA REDDY DEGREE COLLEGE KONDAPI,Andhra Pradesh,Prakasam,www.msrdegreecollegekondapi.com,1992,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-66722,DR ANJI REDDY COLLEGE OF NURSING,Andhra Pradesh,Guntur,http://www.drarei.com,2015,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-66724,SIDDHARDHA B.ED. COLLEGE,Andhra Pradesh,Sri Potti Sriramulu Nellore,http://siddharthabedcollege.in,2015,Rural,Affiliated College,Private Un-Aided,"Vikram Simhapuri University, Nellore",State Public University
C-26305,"Sri Sai MBA College, Nandikotkur",Andhra Pradesh,Kurnool,www.sreesaimba.in,2010,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-66726,RAGHAVA COLLEGE OF B.SC. MEDICAL LAB TECHNOLOGY,Andhra Pradesh,East Godavari,WWW.RAGHAVAMLT.COM,2016,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-23852,SRI SADGURU SAI DEGREE COLLEGE,Andhra Pradesh,Vizianagaram,www.gayatrigroupgotlam.edu.in,2012,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-26966,JNTUA Oil Technological and Pharmaceutical Research Institute,Andhra Pradesh,Ananthapuramu,www.jntua-otpri.ac.in,1949,Urban,Constituent / University College,University,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-26932,"Prabhat Institute of Pharmacy, Kurnool",Andhra Pradesh,Kurnool,WWW.PRABHATH.IN,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-42779,"Victory Degree College, Narsaraopeta",Andhra Pradesh,Guntur,www.victorydegreecollegenrt.com,2014,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-57523,"Vasavi B.Ed College, Kandulapuram Village, Cumbum ",Andhra Pradesh,Prakasam,http://vceecbm.co.in/,2016,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32737,"S.N.B.T. Degree College for Women, Repalle",Andhra Pradesh,Guntur,www.madinaeducationalsoc.in,1988,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-66904,GOLDEN VALLEY INSTITUTE OF PHYSICAL EDUCATION,Andhra Pradesh,Chittoor,www.gvic.ac.in,2016,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-23850,Pydah College (PG Courses),Andhra Pradesh,Visakhapatnam,www.pydah.in,1992,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-49189,SIDDAMURTHY MALLIKHARJUNA REDDY COLLGE OF PHYSICAL EDUCATION,Andhra Pradesh,Prakasam,-,2013,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-66906,SESHACHALA VENKATASUBBIAH DEGREE COLLEGE,Andhra Pradesh,Chittoor,www.seshachala.org,2015,Urban,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-66908,JAVERA BED COLLEGE,Andhra Pradesh,Guntur,http://javerasowbhagyam.com/,2016,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-66909,S S AND N COLLEGE OF NURSING,Andhra Pradesh,Guntur,www.ssandncollege.org,2019,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-23833,Sri Kolla Appala Naidu College of Education,Andhra Pradesh,Vizianagaram,http://www.skan.co.in/,2003,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-56783,"Bellamkonda Degree College, C.S. Puram.",Andhra Pradesh,Prakasam,WWW.BITSPODILI.COM,2015,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-66912,AKSHY COLLEGE OF MEDICAL LAB TECHNOLOGY,Andhra Pradesh,Y.S.R.,www.akshaycollegenursing.com,2020,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-66913,SRI PADMAVATHI COLLEGE OF NURSING,Andhra Pradesh,Sri Potti Sriramulu Nellore,www.sripadmavathiconnellore.ac.in,2018,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-66914,SRI BHARGAVI COLLEGE OF NURSING,Andhra Pradesh,Sri Potti Sriramulu Nellore,www.sribhargavicon.in,2018,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-66915,NALANDA DEGREE COLLEGE AND PG CENTRE,Andhra Pradesh,Krishna,ndc.edu.in,1974,Rural,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-66916,VARAPRASAD RAO BED COLLEGE,Andhra Pradesh,Kurnool,-,2016,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-66917,ANIL NEERUKONDA COLLEGE OF PHYSIOTHERAPY,Andhra Pradesh,Visakhapatnam,www.nriims,2020,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-66918,VEDA COLLEGE OF PHARMACY,Andhra Pradesh,Kurnool,www.vedacollegeofpharmacy.in,2020,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-66919,SRI RAGHAVENDRA DEGREE COLLEGE MANTRALAYAM,Andhra Pradesh,Kurnool,www.srdcmtlm.org,2017,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-23830,Maheswari College Of Education,Andhra Pradesh,Vizianagaram,www.ugtmes.org,2007,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-70072,A S R   HOMOEOPATHIC  MEDICAL COLLEGE ,Andhra Pradesh,West Godavari,https://www.asrhomeopathy.com/,-,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-26876,"Krishna Teja Pharmacy College, Tirupati",Andhra Pradesh,Chittoor,www.krishnatejapharmacycollege.ac.in,2006,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-26877,"Creative Educational Society's College of Pharmacy, Kurnool",Andhra Pradesh,Kurnool,www.cescop.ac.in,2006,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-63856,Sri Krishnadevaraya College of Horticultural Sciences,Andhra Pradesh,Ananthapuramu,www.skchs.ac.in,2016,Rural,Affiliated College,Private Un-Aided,Dr Y S R Horticulture University,State Public University
C-26878,"Sri Padmavathi School of Pharmacy, Tirupathi",Andhra Pradesh,Chittoor,www.spsp.ac.in,1997,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-26880,"KMM Institute of Technology & Science, Tirupathi",Andhra Pradesh,Chittoor,www.kmmits.com,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-26884,"Tadipatri Engineering College,  Tadipatri",Andhra Pradesh,Ananthapuramu,www.tec.ac.in,2010,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-26886,"Sri Krishna Chaitanya College of Pharmacy, Madanapalli",Andhra Pradesh,Chittoor,www.skcpmpl.in,2004,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-26887,Narayana Engineering College,Andhra Pradesh,Sri Potti Sriramulu Nellore,www.necn.ac.in,1998,Urban,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-24873,THAMMI NAIDU VIDYA DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.thamminaidu.com,2005,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24870,PADMAVATHI DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.padmavathidegreecollege.co.in,2007,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24872,SHIRIDI SAI DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.shiridisaidcksb.in,2001,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24869,MPR LAW COLLEGE,Andhra Pradesh,Srikakulam,mprlawcollege.com,1992,Urban,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24868,SRI SAKETI SATYANARAYANA DEGREE COLLEGE,Andhra Pradesh,Srikakulam,http://www.ssndc.com,2005,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24867,SAI VINEETH DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.saivineetheduin.org,2010,Rural,Affiliated College,State Government,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24864,M.L.R. NAIDU DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.mlrnaiducollegesap.com,2005,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24862,"GOVERNMENT DEGREE COLLEGE, ICHAPURAM",Andhra Pradesh,Srikakulam,https://www.gdcichapuram.ac.in,1983,Urban,Affiliated College,State Government,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-30302,"Govt. Degree College, Mydukur.",Andhra Pradesh,Y.S.R.,www.gdcmydukur.ac.in,2008,Urban,Affiliated College,State Government,"Yogi Vemana University, Kadapa",State Public University
C-24861,SUN DEGREE COLLEGE,Andhra Pradesh,Srikakulam,sundegreepgcollege2003.ac.in,2003,Urban,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24860,GNANAJYOTHI DEGREE COLLEGE,Andhra Pradesh,Srikakulam,gnanajyothi.info,2002,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24856,KRISHNA SAI DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.ksdc.kanchili.com,2010,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24853,"SRI RAMA DEGREE COLLEGE,VANDRANGI",Andhra Pradesh,Srikakulam,sriram.edu,2008,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24851,SRI VISWAJYOTHI DEGREE COLLEGE,Andhra Pradesh,Srikakulam,sriviswajyothicollege.org,2005,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24849,D.R.N. DEGREE COLLEGE,Andhra Pradesh,Srikakulam,www.drlndegreecollege.in,1999,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24848,BS & JR COLLEGE OF EDUCATION,Andhra Pradesh,Srikakulam,www.bsjbedcollege.com,2003,Rural,Affiliated College,Private Un-Aided,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-24846,GOVERNMENT DEGREE COLLEGE Tekkali,Andhra Pradesh,Srikakulam,www.gdctekkali.ac.in,1971,Rural,Affiliated College,State Government,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-27623,"Sri Surya  Degree  College,      NAGARI Rural",Andhra Pradesh,Chittoor,www.suryaedusociety.in,2001,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-27749,"Gate Degree  College, Tirupati  Urban",Andhra Pradesh,Chittoor,www.gatetirupati.com,2001,Urban,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-24839,"Dr. SRJ Degree College, Atmakur",Andhra Pradesh,Sri Potti Sriramulu Nellore,www.srjd.org.in,1983,Urban,Affiliated College,Private Aided (Government Aided),"Vikram Simhapuri University, Nellore",State Public University
C-24838,"Alexa College of Education,Venkatachalam",Andhra Pradesh,Sri Potti Sriramulu Nellore,www.alexabedcollege.com,2007,Rural,Affiliated College,Private Un-Aided,"Vikram Simhapuri University, Nellore",State Public University
C-24837,"St. Marys Degree College, Bucchireddypalem",Andhra Pradesh,Sri Potti Sriramulu Nellore,www.stmce.org/degree,2005,Rural,Affiliated College,Private Un-Aided,"Vikram Simhapuri University, Nellore",State Public University
C-24834,S.V. Degree College,Andhra Pradesh,Sri Potti Sriramulu Nellore,www.svdcatkrnlr.in,1997,Rural,Affiliated College,Private Un-Aided,"Vikram Simhapuri University, Nellore",State Public University
C-26823,"Aditya Degree College for Women, Rajahmundry",Andhra Pradesh,East Godavari,www.aditya.ac.in,2003,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
