Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Name,University Type
C-27800,"Sri Bharathi   Degree College, Piler  Rural",Andhra Pradesh,Chittoor,www.sreebharaticolleges.com,2005,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-27797,"Sri Srinivasa Degree College , Chandragiri",Andhra Pradesh,Chittoor,www.ssdcchandragiri.edu.in,2010,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-55172,"Government Degree College, Pathapatnam ",Andhra Pradesh,Srikakulam,gdcpathapatnam.ac.in,2011,Rural,Affiliated College,State Government,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-57209,"Sri Venkateshwara B.Ed College, Darsi",Andhra Pradesh,Prakasam,www.svdarsi.com,2016,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-26982,"Santhiram College of Pharmacy, Nandyal",Andhra Pradesh,Nandyal,www.srcpnandyal.edu.in,2007,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Anantapur",State Public University
C-32627,"Sri Srinivasa Arts & Science College, Giddaluru",Andhra Pradesh,Prakasam,ssasc.glr@gmail.com,1993,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32622,"S.N.B.T.M. College of Education, Repalle",Andhra Pradesh,Guntur,www.snbtmcollegeofedu.com,1996,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32635,"S.G.T. & J.V.B. College, Thulluru",Andhra Pradesh,Guntur,www.sgtjvbdegreecollege.com,1997,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32620,"P.N.C.A Degree College, Somarajupalli, Singarayakonda",Andhra Pradesh,Prakasam,www.pncadegree.com,1996,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32633,"Morning Star College, Phirangipuram",Andhra Pradesh,Guntur,www.morningstarcollege.in,2001,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32628,"G.C.K.V.N. Degree College, Guntur",Andhra Pradesh,Guntur,https://gckvndegreecollege.org/,1999,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-61224,"KIMS COLLEGE OF NURSING , ONGOLE",Andhra Pradesh,Prakasam,www.kimshospitals.com,2018,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-32621,"Venigalla Jayasri Ram College, Kolluru",Andhra Pradesh,Guntur,-,2003,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-57143,Sree Tirumalesa Degree College,Andhra Pradesh,Chittoor,WWW.SREE TIRUMALESA DEGREE COLLEGE,2015,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-32636,"Dr. K.R.R.M. Degree College, Duggirala",Andhra Pradesh,Guntur,www.krrmdc.com,1981,Rural,Affiliated College,Private Aided (Government Aided),"Acharya Nagarjuna University, Guntur",State Public University
C-32631,"Andhra Kesari Vidya Kendram Degree College, Ongole",Andhra Pradesh,Prakasam,www.akvk.in,1997,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32630,"Abhyudaya Mahila Degree College, Guntur",Andhra Pradesh,Guntur,www.abyudayadegreegnt.in,1999,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-66712,GOVERNMENT DEGREE COLLEGE FOR WOMEN RAYACHOTY,Andhra Pradesh,Annamayya,www.gdcwrayachoti.gov.in,2021,Urban,Affiliated College,State Government,"Yogi Vemana University, Kadapa",State Public University
C-32710,Devathi Venkata Subbaiah Degree College,Andhra Pradesh,Prakasam,WWW.DVSINSTITUTIONS.COM,1994,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32720,A.C.Evening College,Andhra Pradesh,Guntur,www.accollegeguntur.com,1967,Urban,Affiliated College,Private Aided (Government Aided),"Acharya Nagarjuna University, Guntur",State Public University
C-32723,University Collge of Architecture & Planning,Andhra Pradesh,Guntur,www.anu.ac.in,2009,Rural,Constituent / University College,University,"Acharya Nagarjuna University, Guntur",State Public University
C-32734,Y.A. Govt. College for Women,Andhra Pradesh,Bapatla,www.yagcwchirala.ac.in,1966,Urban,Affiliated College,State Government,"Acharya Nagarjuna University, Guntur",State Public University
C-55173,"Jai Aruna Degreee College, Kothakota",Andhra Pradesh,Visakhapatnam,WWW.JAIARUNADEGREECOLLEGE.COM,2012,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-70430,"GOVERNMENT DEGREE COLLEGE, Nakkapalli",Andhra Pradesh,Anakapalli,gdcnakkapalli.edu.in,-,Rural,Affiliated College,State Government,"Andhra University, Visakhapatnam",State Public University
C-57141,"Govt college of Nursing,RIMS",Andhra Pradesh,Srikakulam,www.gconsklm.com,2013,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-57137,Sri Harsha Institute of PG Studies,Andhra Pradesh,Sri Potti Sriramulu Nellore,www.sriharshaedu.org,2007,Rural,Affiliated College,Private Un-Aided,"Vikram Simhapuri University, Nellore",State Public University
C-23880,Bhaskara Degree College,Andhra Pradesh,Vizianagaram,http://www.bhaskardegreecollege.in/,1998,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-23889,All Saints Christian Law College,Andhra Pradesh,Visakhapatnam,http://allsaintschristianlawcollege.com,1991,Urban,Affiliated College,University,"Andhra University, Visakhapatnam",State Public University
C-23890,M.V.R.Degree College,Andhra Pradesh,Visakhapatnam,www.mvreducation.com,1991,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-23893,P.S.S.R College of Arts & Science,Andhra Pradesh,Vizianagaram,WWW.HTTPS;//PSSRCOLLEGE458.INAU,2004,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-61206,SIR C R REDDY COLLEGE OF NURSING,Andhra Pradesh,Eluru,sircrreddycollegofnursing.org,2018,Urban,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-23897,Krishna Degree College,Andhra Pradesh,Visakhapatnam,www.vizagdefenceacademy.org,2002,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-23898,Srinivasa Institute of Management Studies ( SIMS ),Andhra Pradesh,Visakhapatnam,www.simsvizag.com,1995,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-23907,Dr.B.R.Ambedkar College of Law,Andhra Pradesh,Visakhapatnam,www.andhrauniversity.edu.in,1945,Urban,Constituent / University College,State Government,"Andhra University, Visakhapatnam",State Public University
C-23916,R.K.Degree College,Andhra Pradesh,Vizianagaram,www.rkcolleges.in,2001,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-23917,Dr. Lankapalli Bullayya College of Engineering,Andhra Pradesh,Visakhapatnam,http://lbce.edu.in,2010,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-42706,"Chalapathi Degree College, Lam",Andhra Pradesh,Guntur,chalapathicdc.ac.in,2005,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-23909,S.K.M. College of Education,Andhra Pradesh,East Godavari,www.skmcollegeofeducation.org,1999,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23891,MSN Degree & PG College,Andhra Pradesh,Vizianagaram,www.msndegreecollege.org,2001,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-23977,Janahitha Degree College,Andhra Pradesh,Vizianagaram,www.rkcolleges.co.in,2005,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-55299,College of Home Science,Andhra Pradesh,Guntur,ccsguntur.in,2013,Urban,Constituent / University College,University,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-55117,S.R.DEGREE COLLEGE GUDUR,Andhra Pradesh,Kurnool,srdcgudur.com,2011,Urban,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-56779, University College of Engineering JNTUK Narasaraopet,Andhra Pradesh,Guntur,http://jntukucen.ac.in,2016,Urban,Constituent / University College,University,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-17884,"Chaitanya College of Pharmacy, Devarajugattu (Vill), Near Markapur Town, PIN- 523316  (CC-8C)",Andhra Pradesh,Prakasam,www.chaitnyapharmacycollege.com,2009,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-26533,"St.Marys PG College, Buchireddipalem",Andhra Pradesh,Sri Potti Sriramulu Nellore,www.stmce.org/degree,2010,Rural,Affiliated College,Private Un-Aided,"Vikram Simhapuri University, Nellore",State Public University
C-56831,SVU College of Pharmaceutical Sciences,Andhra Pradesh,Chittoor,https://svuniversity.edu.in/college-of-pharmaceutical-sciences,2017,Rural,Constituent / University College,State Government,"Sri Venkateswara University, Tirupathy",State Public University
C-18045,"Swarnandhra College of Engineering & Technology, Narasapur. PIN -534275  (CC-A2)",Andhra Pradesh,West Godavari,www.swarnandhra.ac.in,2001,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18086,DVR & Dr. HS MIC College of Technology,Andhra Pradesh,Krishna,www.mictech.edu.in,2002,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-60726,"PNCA B.Ed College, Singarayakonda, Prakasam District.",Andhra Pradesh,Prakasam,www.pncaskonda.com,2016,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-18154,"University College of Engineering, Kakinada (AUTONOMOUS)",Andhra Pradesh,East Godavari,www.jntucek.ac.in,1946,Rural,Constituent / University College,University,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-17889,"Lakireddy Bali Reddy College of Engineering, L.B. Reddy Nagar, Mylavaram, PIN-521230(CC-76)",Andhra Pradesh,Krishna,www.lbrce.ac.in,1998,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-17890,"B A & K R College of Pharmacy, NH-5, Doddavarappadu (V), Ongole- 523002(CC-PG)",Andhra Pradesh,Prakasam,www.bakrgroupofcolleges.com,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-17892,"Nannapaneni Venkat Rao (NVR) College of Engineering & Technology, NVR Nagar, Ithanagar, Tenali, PIN-522501(CC-7T)",Andhra Pradesh,Guntur,www.nannapaneni.in,2009,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-54208,"Netaji Degree College, Vinjamur",Andhra Pradesh,Sri Potti Sriramulu Nellore,netajiinstitionsvinjamur.co.in,2014,Rural,Affiliated College,Private Un-Aided,"Vikram Simhapuri University, Nellore",State Public University
C-55831,"KSK COLLEGE OF EDUCATION, Bhattiprolu",Andhra Pradesh,Guntur,www.kskinstiturions.org,2016,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-55849,"KATTUPALLI YOHAN COLLEGE OF EDUCATION, Bhattiprolu",Andhra Pradesh,Guntur,www.ydceeducation.org,2016,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-17894,"Adarsa College of Pharmacy, G.Kothapalli, Gokavaram (M), PIN- 533285(CC-PE)",Andhra Pradesh,East Godavari,www.adarsacollegeofpharmacy.com,2003,Rural,Affiliated College,Private Aided (Government Aided),"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-74339,VASAVI COLLEGE OF PHARMACY,Andhra Pradesh,Prakasam,www.vasavicollegeofpharmacy.co.in,2023,Rural,Affiliated College,Private Un-Aided,ANDHRA KESARI UNIVERSITY,State Public University
C-25407,"KRISHNA UNIVERSITY Dr. MRAR  PG CENTRE, NUZVID",Andhra Pradesh,Krishna,www.kru.ac.in,1977,Urban,PG Center / Off-Campus Center,University,"Krishna University, Machhlipattanam",State Public University
C-17896,"Green Royal Academy of Pharmaceutical Education & Sciences,D.No.2-89,  Koyyalagudem Mandal,   Ponguturu-534312(CC-7H)",Andhra Pradesh,West Godavari,www.grapescolleges.com,2009,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-17897,"Nova College of Engineering & Technology, Vegavaram, Jangareddigudem Mandal,PIN- 534447(CC-A0)",Andhra Pradesh,West Godavari,www.nova.ac.in,2001,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-17899,"Andhra Loyola Institute of Engineering & Technology, Polytechnic Post Office, Loyola Campus,Vijayawada, PIN-520008.  (CC-HP)",Andhra Pradesh,Krishna,www.aliet.ac.in,2008,Urban,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-25307,S.P.MAHILA HINDU KALASALA,Andhra Pradesh,Krishna,https://spmhkalasala.ac.in/,1976,Urban,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-25306,MADONA DEGREE COLLEGE FOR DEAF,Andhra Pradesh,Krishna,www.madonna.deafinstitute.org.in,2007,Urban,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-25304,SRI SARADA DEGREE COLLEGE,Andhra Pradesh,Krishna,www.saradadegreenuzvid.in,2010,Urban,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-25302,S.R.S.V.R.G.N.COLLEGE OF ARTS & SCIENCE,Andhra Pradesh,Krishna,www.svsgroup.info,2000,Rural,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-25301,P.B. SIDDHARTHA COLLEGE OF ARTS & SCIENC,Andhra Pradesh,Krishna,pbsiddhartha.ac.in,1975,Urban,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-25300,"VIGNAN DEGREE COLLEGE,KAIKALURU",Andhra Pradesh,Krishna,http://www.vignaneducationalacademy.com,2005,Rural,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-25299,NOBLE COLLEGE,Andhra Pradesh,Krishna,https://noblecollegemtm.ac.in/,1843,Urban,Affiliated College,Private Aided (Government Aided),"Krishna University, Machhlipattanam",State Public University
C-25297,"GOVT. DEGREE COLLEGE, BANTUMILLI",Andhra Pradesh,Krishna,www.gdcbantumilli.ac.in,1997,Rural,Affiliated College,State Government,"Krishna University, Machhlipattanam",State Public University
C-25295,K.G.P.R - A.N.R.COLLEGE OF EDUCATION,Andhra Pradesh,Krishna,www.kgpr.anrcollege.edu,1999,Rural,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-25282,D.V.R. DEGREE COLLEGE,Andhra Pradesh,Krishna,WWW.DVRCOLLEGE.COM,2001,Urban,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-25281,SATAVAHANA COLLEGE,Andhra Pradesh,Krishna,satavahanacollege.com,1971,Urban,Affiliated College,Private Aided (Government Aided),"Krishna University, Machhlipattanam",State Public University
C-17900,"RK College of Engineering, Navepothavaram(V),Kethanakonda, Ibrahimpatnam,PIN-521456,(CC-MC)",Andhra Pradesh,Krishna,www.rkce.ac.in,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18005,"Paladugu Parvathi Devi College of Engineering and Technology, Surampalli(v), Gannavaram(M), PIN-520001(CC-KR).",Andhra Pradesh,Krishna,www.ppdv.info,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-66903,SRI SUBBAIAH DEGREE COLLEGE ,Andhra Pradesh,Ananthapuramu,https://ssdcbks.com/,2015,Rural,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-66954,SRI SARASWATHI B ED COLLEGE ,Andhra Pradesh,Nandyal,-,2016,Rural,Affiliated College,University,"Rayalaseema, University Kurnool",State Public University
C-18007,"Usha Rama College of Engineering & Technology,NH-5, Telaprolu, Near Gannavaram, Unguturu mandal, PIN- 521109.(CC-NG)",Andhra Pradesh,Krishna,www.usharama.edu.in,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-25280,S.R.S.V. COLLEGE OF EDUCATION,Andhra Pradesh,Krishna,www.srsvbedcollege.com,2007,Urban,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-18013,"QIS College of Pharmacy, Vengamukkapalem, Pondur Road,  Ongole-523272  (CC-Y3)",Andhra Pradesh,Prakasam,www.qiscp.edu.in,2006,Urban,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18020,"Kakinada Institute of Technology & Science,Tirupathi Village, Divilli, Peddampuram (M), Pin-533433  (CC-JQ)",Andhra Pradesh,East Godavari,www.kitsdivili.ac.in,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18022,"BA&KR MCA&MBA College, NH-5, Doddavarappadu,  Ongole- 523211(CC-8R)",Andhra Pradesh,Prakasam,www.bakrgroupofcolleges.com,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18023,"Lenora College of Engineering, Rampachodavaram,PIN- 533288(CC-96)",Andhra Pradesh,East Godavari,www.lce.ac.in,2000,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18024,"PRIYADARSHINI INSTITUTE OF TECHNOLOGY & SCIENCES FOR WOMEN, CHINTALAPUDI, Near Tenali, PIN-522306.(CC-KU)",Andhra Pradesh,Guntur,www.pitw.ac.in,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18025,"Sri Vasavi Institute of Engineering & Technology, Nandamuru, Pedana Mandal,  PIN-521369(CC-MQ)",Andhra Pradesh,Krishna,www.sviet.edu.in,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-55852,"VJP and DLB DEGREE COLLEGE, Mangalagiri",Andhra Pradesh,Guntur,www.vjpdlbdegereecollege.in,2005,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-64869,SAI BABA BED COLLEGE AKKAYAPALLI KADAPA,Andhra Pradesh,Y.S.R.,saibababed.org,2016,Rural,Affiliated College,Private Un-Aided,"Yogi Vemana University, Kadapa",State Public University
C-18029,"Godavari Institute of Engineering & Technology (GIET), NH-5, Chaitanya nagar, Velaguvanda Village, Rajanagaram(M),Rajahmundry,PIN- 533296  (CC-55)",Andhra Pradesh,East Godavari,www.giet.ac.in,1998,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18030,"RV INSTITUTE OF TECHNOLOGY, Chebrolu, Guntur District-522212 Andhra Pradesh.",Andhra Pradesh,Guntur,www.rvit.edu.in,2008,Urban,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18034,"Addanki Institute of Management & Science, Near Singara Konda, NRT Road,  North Addanki-523201  (CC-8D)",Andhra Pradesh,Prakasam,www.aimsaddanki.com,2009,Urban,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18035,"PRIYADARSHINI INSTITUTE OF TECHNOLOGY & SCIENCES  CHINTALAPUDI, Near Tenali, Duggirala Mandal, PIN-522306  (CC-X2)",Andhra Pradesh,Guntur,www.pitt.ac.in,2007,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-25350,SRI SNM COLLEGE OF TEACHER EDUCATION,Andhra Pradesh,Krishna,www.ssnmbednzd.org,2000,Urban,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-18039,"MALINENI LAAKSHMAIAH WOMEN'S ENGINEERING COLLEGE, PULLADIGUNTA (V), VATTICHERUKURU (M),PIN-522017  (CC-KE)",Andhra Pradesh,Guntur,www.mlewguntur.com,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-25338,SRI VIGNANA BHARATHI DEGREE COLLEGE,Andhra Pradesh,Krishna,WWW.SVBDC.COM,2010,Rural,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-18043,"VRS & YRN College of Engineering & Technology, Vodarevu Road, Chirala(M)-523157(CC-L1)",Andhra Pradesh,Prakasam,www.vycet.org,2002,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18046,"Sri Mittapalli Institute of Technology for Women, Tummalapalem, NH-5, PIN-522233 (CC-MK)",Andhra Pradesh,Guntur,www.smitw.ac.in,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18053,"Indira Institute of Technology & Sciences,  Darimadugu(V), Markapur Mandal, PIN- 523316(CC-7Z)",Andhra Pradesh,Prakasam,www.indiraenggcollege.com,2009,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18063,"BVC College of Engineering, Palacharla, Rajanagaram Mandal, PIN-533104(CC-6M)",Andhra Pradesh,East Godavari,www.bvcr.edu.in,2009,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-55116,"NMR Degree College , OWK",Andhra Pradesh,Kurnool,-,2013,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
