Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Name,University Type
C-17105,Mahendra Narayan Choudhury Balika Mahavidyalaya,Assam,Nalbari,www.mncbm.ac.in,1979,Rural,Affiliated College,Central Government,"Gauhati University, Guwahati",State Public University
C-49242,C K COLLEGE,Assam,Bongaigaon,www.ckcollege.org,2000,Rural,Affiliated College,Local Body,"Gauhati University, Guwahati",State Public University
C-26420,SM Dev College,Assam,Cachar,https://www.smdevcollege.ac.in/,1995,Urban,Affiliated College,State Government,"Assam University, Silchar",Central University
C-26422,Silchar College Singari,Assam,Cachar,www.silcharcollege.ac.in,1994,Rural,Affiliated College,State Government,"Assam University, Silchar",Central University
C-26424,SC Dey College,Assam,Hailakandi,www.scdeycollege.org,1992,Rural,Affiliated College,State Government,"Assam University, Silchar",Central University
C-26425,Dr.S.P.M College of Education,Assam,Cachar,www.spmcollege.edu.in,2005,Rural,Affiliated College,Private Un-Aided,"Assam University, Silchar",Central University
C-26426,S.K.Roy Memorial ins.of Education,Assam,Hailakandi,www.skrmie.ac.in,2010,Rural,Affiliated College,Private Aided (Government Aided),"Assam University, Silchar",Central University
C-26427,"Nabinchandra College, Badarpur",Assam,Karimganj,www.nccollege.ac.in,1969,Rural,Affiliated College,State Government,"Assam University, Silchar",Central University
C-26428,Vivekananda College of Education,Assam,Karimganj,www.vced.org,1995,Urban,Affiliated College,Private Un-Aided,"Assam University, Silchar",Central University
C-26429,Barkhola College,Assam,Cachar,https://sites.google.com/view/barkhola-college/home,2009,Rural,Affiliated College,Private Aided (Government Aided),"Assam University, Silchar",Central University
C-26431,Maibang Degree College,Assam,Dima Hasao,www.maibangdegreecollege.edu.in,1988,Urban,Affiliated College,State Government,"Assam University, Silchar",Central University
C-26433,Madhab Chandra Das College,Assam,Cachar,www.mcdcollege.org.in,1972,Urban,Affiliated College,State Government,"Assam University, Silchar",Central University
C-17116,Barpeta Girl's College,Assam,Barpeta,www.barpetagirlscollege.in,1978,Urban,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-26434,Moinul Hoque Choudhury Memorial Science College,Assam,Hailakandi,www.mhcmsc.in,1997,Rural,Affiliated College,State Government,"Assam University, Silchar",Central University
C-26435,Nilambazar College,Assam,Karimganj,www.nilambazarcollege.ac.in,1994,Rural,Affiliated College,State Government,"Assam University, Silchar",Central University
C-26436,Radhamadhab College,Assam,Cachar,www.rmcollege.org,1971,Urban,Affiliated College,State Government,"Assam University, Silchar",Central University
C-26437,Lalit Jain Commerce College,Assam,Cachar,www.lalitjaincollege.com,1996,Rural,Affiliated College,Private Un-Aided,"Assam University, Silchar",Central University
C-26440,J.B.Hagjer Degree College,Assam,Dima Hasao,www.jbhagjerdegreecollege.in,1995,Rural,Affiliated College,Private Aided (Government Aided),"Assam University, Silchar",Central University
C-26441,S.S.College,Assam,Hailakandi,sscollegehkd.ac.in,1950,Urban,Affiliated College,State Government,"Assam University, Silchar",Central University
C-8406,Jorhat Engineering College P.O. Jorhat-785007,Assam,Jorhat,www.jecassam.ac.in,1960,Rural,Affiliated College,State Government,ASSAM SCIENCE AND TECHNOLOGY UNIVERSITY,State Public University
C-26442,Kapili College,Assam,Karbi Anglong,www.kapilicollege.com,1995,Rural,Affiliated College,Local Body,"Assam University, Silchar",Central University
C-26443,West Silchar College,Assam,Cachar,westsilcharcollege.ac.in,1985,Rural,Affiliated College,State Government,"Assam University, Silchar",Central University
C-26444,Diphu B.Ed College,Assam,Karbi Anglong,www.diphubedcollege.org,1994,Urban,Affiliated College,Local Body,"Assam University, Silchar",Central University
C-17206,Lokanayak Omeo Kumar Das College,Assam,Sonitpur,www.lokdcollege.ac.in,1970,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-71208,CHANDRAKANTA HAZARIKA BED COLLEGE,Assam,Dibrugarh,www.ckhbedcollege.org,-,Rural,Affiliated College,Private Un-Aided,"Dibrugarh University, Dibrugarh",State Public University
C-17207,Hatichong College,Assam,Nagaon,www.hatichongcollege.org.in,1988,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17208,Luitparia College,Assam,Barpeta,www.lpcollege.ac.in,1993,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-26445,Thong Nokbe College,Assam,Karbi Anglong,https://tnc.ac.in,1986,Urban,Affiliated College,State Government,"Assam University, Silchar",Central University
C-26448,Bokajan College,Assam,Karbi Anglong,https://bokajancollege.co.in,1991,Urban,Affiliated College,Local Body,"Assam University, Silchar",Central University
C-17209,Charaibahi College,Assam,Marigaon,www.charaibahicolege.ac.in,1990,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-26449,S.K.Roy College,Assam,Hailakandi,https://www.skroycollege.in/,1994,Rural,Affiliated College,State Government,"Assam University, Silchar",Central University
C-26450,Gurucharan.College,Assam,Cachar,www.gurucharancollege.ac.in,1935,Urban,Affiliated College,State Government,"Assam University, Silchar",Central University
C-17210,Dakshin Kamrup College,Assam,Kamrup,www.dkcollegeonline.in,1961,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17211,Puthimari College,Assam,Kamrup,www.puthimaricollege.ac.in,1981,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-71176,AMIYA BHARALI NURSING INSTITUTE,Assam,Kamrup Metro,www.abni.org.in,-,Rural,Affiliated College,Private Un-Aided,"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",State Public University
C-17215,College of Ed. Boko,Assam,Kamrup,www.collegeofeduationboko.in,1998,Rural,Affiliated College,Private Un-Aided,"Gauhati University, Guwahati",State Public University
C-8387,Jengraimukh College ,Assam,Majuli,www.jengraimukhcollege.org,1973,Rural,Affiliated College,State Government,"Dibrugarh University, Dibrugarh",State Public University
C-26451,Silchar College of Education,Assam,Cachar,www.silcharcollegeofeducation.ac.in,1994,Rural,Affiliated College,Private Un-Aided,"Assam University, Silchar",Central University
C-26452,R.K.Nagar College,Assam,Karimganj,www.rknagarcollege.org,1964,Urban,Affiliated College,State Government,"Assam University, Silchar",Central University
C-49253,SWADESI COLLEGE OF COMMERCE,Assam,Kamrup,http://swadeshicollegeofcommerce.org.in,2012,Urban,Affiliated College,Local Body,"Gauhati University, Guwahati",State Public University
C-17285,Janapriya College,Assam,Barpeta,www.janapriyacollege.com,1994,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-26438,Diphu Girls College,Assam,Karbi Anglong,DIPHUGIRLSCOLLEGE.COM,1992,Urban,Affiliated College,Local Body,"Assam University, Silchar",Central University
C-17268,Deomornoi B.Ed. College,Assam,Darrang,www.deomornoibedcollege.com,1993,Rural,Affiliated College,Private Un-Aided,"Gauhati University, Guwahati",State Public University
C-8504,"S.M.D. College,Charing  P.O. Charing-- 785661",Assam,Sivasagar,www.smdcollegecharing.edu.in,1964,Rural,Affiliated College,State Government,"Dibrugarh University, Dibrugarh",State Public University
C-17201,Udali College,Assam,Hojai,www.udalicollege.co.in,1995,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-8386,Kamarbandha College P.O. Kamarbandha-785625,Assam,Golaghat,www.kamarbandhacollege.com,1986,Rural,Affiliated College,State Government,"Dibrugarh University, Dibrugarh",State Public University
C-71209,SHREEBHARATI COLLEGE,Assam,Dibrugarh,shreebharaticollege.org.in,-,Urban,Affiliated College,Private Un-Aided,"Dibrugarh University, Dibrugarh",State Public University
C-71235,INDRESWAR SARMA ACADEMY DEGREE COLLEGE,Assam,Dibrugarh,http://www.indreswarsarma.com,-,Urban,Affiliated College,Private Un-Aided,"Dibrugarh University, Dibrugarh",State Public University
C-71179,ASSAM PARAMEDICAL INSTITUTE ,Assam,Jorhat,www.aewtgroup.com,-,Rural,Affiliated College,Private Un-Aided,"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",State Public University
C-63871,Rangsina College,Assam,West Karbi Anglong,WWW.RANGSINACOLLEGE.COM,1983,Rural,Affiliated College,State Government,"Assam University, Silchar",Central University
C-17093,Baihata Charili B.Ed. College,Assam,Kamrup,www.baihatacharialib-ed.org.in,1994,Rural,Affiliated College,Private Un-Aided,"Gauhati University, Guwahati",State Public University
C-49252,S K HAZARIKA COLLEGE,Assam,Kamrup,https://skhazarikacollege.in/,-,Urban,Affiliated College,Private Un-Aided,"Gauhati University, Guwahati",State Public University
C-71210,INSTITUTE OF STRATEGIC BUSINESS MANAGEMENT,Assam,Kamrup Metro,www.isbm-g.com,-,Urban,Affiliated College,Private Un-Aided,"Dibrugarh University, Dibrugarh",State Public University
C-71236,C.G PURBANCHAL COLLEGE,Assam,Dibrugarh,www.cgpurbanchal.in,-,Urban,Affiliated College,Private Un-Aided,"Dibrugarh University, Dibrugarh",State Public University
C-17094,Ratnapith College,Assam,Dhubri,www.ratnapithcollege.ac.in,1978,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17098,Barkhetri College,Assam,Nalbari,www.barkhetricollege.ac.in,1983,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-60028,Pratiksha Institute of Pharmaceutical Sciences,Assam,Kamrup Metro,www.pratiksha-edu.in,2018,Urban,Affiliated College,Private Aided (Government Aided),"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",State Public University
C-57983,NETES Institute of Pharmaceutical Science (NIPS),Assam,Kamrup,www.ngiguwahati.in,2017,Rural,Affiliated College,Private Aided (Government Aided),ASSAM SCIENCE AND TECHNOLOGY UNIVERSITY,State Public University
C-71174,ASSAM PHARMACY INSTITUTE ,Assam,Jorhat,www.aewtgroup.in,-,Rural,Constituent / University College,Private Un-Aided,"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",State Public University
C-49247,PROVINCE COLLEGE,Assam,Kamrup,www.provincecollege.in,2012,Urban,Affiliated College,Private Aided (Government Aided),"Gauhati University, Guwahati",State Public University
C-68602,"GOVERNMENT MODEL COLLEGE, KAZIRANGA",Assam,Golaghat,www.gmck.ac.in,2020,Rural,Affiliated College,State Government,"Dibrugarh University, Dibrugarh",State Public University
C-61401,Kaziranga College,Assam,Nagaon,www.kazirangacollegekc.in,2013,Rural,Affiliated College,Local Body,"Gauhati University, Guwahati",State Public University
C-17364,Manabendra Sarma Girl's  College,Assam,Kamrup,www.msgcollege.co.in,1984,Urban,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-61403,Pandit Deendayal Upadhyaya Adarsha Mahavidyalaya Eraligool Karimganj ,Assam,Karimganj,www.pduameraligool.ac.in,2017,Rural,Affiliated College,State Government,"Assam University, Silchar",Central University
C-17233,Mayang Anchalik College,Assam,Marigaon,https://mayanganchalikcollege.org.in/,1992,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-8420,"Manohari Devi Kanoi Girls' College, Dibrugarh",Assam,Dibrugarh,https://mdkgc.online,1963,Urban,Affiliated College,State Government,"Dibrugarh University, Dibrugarh",State Public University
C-60501,"Runikhata  College, Runikhata",Assam,Chirang,http://runikhatacollege.edu.in,2010,Rural,Affiliated College,State Government,BODOLAND UNIVERSITY,State Public University
C-17231,Scholar's Institute of Technology & Management,Assam,Kamrup,www.sitmguwahati.org,2011,Rural,Affiliated College,Private Un-Aided,"Gauhati University, Guwahati",State Public University
C-49243,B M B B COMMERCE COLLEGE,Assam,Kamrup,www.bmbb.ac.in,2011,Urban,Affiliated College,Private Un-Aided,"Gauhati University, Guwahati",State Public University
C-17304,Purbanchal educational welfare Societys (PEWS) College of Physiotherapy and Medical Sciences,Assam,Kamrup Metro,www.cpmsc.com,2005,Urban,Affiliated College,Private Un-Aided,"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",State Public University
C-74425,"NATIONAL INSTITUTE OF PUBLIC COOPERATION AND CHILD DEVELOPMENT, REGIONAL CENTRE, GUWAHATI",Assam,Kamrup Metro,nipccd.nic.in,2021,Urban,Affiliated College,Central Government,"Gauhati University, Guwahati",State Public University
C-17334,Rajiv Gandhi Memorial College,Assam,Bongaigaon,www.rgmc.ac.in,1992,Rural,Affiliated College,State Government,"Gauhati University, Guwahati",State Public University
C-17267,"L.G.B. Regional Institute of Mental Health,",Assam,Sonitpur,www.lgbrimh.gov.in,1999,Urban,Affiliated College,Central Government,"Gauhati University, Guwahati",State Public University
C-17200,Barama College,Assam,Baksa,www.baramacollege.ac.in,1971,Rural,Affiliated College,State Government,BODOLAND UNIVERSITY,State Public University
C-8391,Parijat Academy Teacher Education Institute. P.O.Dibrugarh,Assam,Dibrugarh,www.parijatacademy.co.in,-,Urban,Affiliated College,Private Un-Aided,"Dibrugarh University, Dibrugarh",State Public University
