Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Name,University Type
C-32790,"DRNSCVS College, Chilakaluripeta",Andhra Pradesh,Guntur,www.drnscvscollege.ac.in,1975,Rural,Affiliated College,Private Aided (Government Aided),"Acharya Nagarjuna University, Guntur",State Public University
C-32782,"Career Degree College, Guntur",Andhra Pradesh,Guntur,www.careerdegreecollege.com,1998,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32756,BBH Degree College Vetapalem,Andhra Pradesh,Prakasam,www.bbhcollegevtm.org.in,1981,Rural,Affiliated College,Private Aided (Government Aided),"Acharya Nagarjuna University, Guntur",State Public University
C-32779,"Bapatla College of Arts & Science, Bapatla",Andhra Pradesh,Guntur,www.bcasbapatla.ac.in,1963,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32747,"N.R.K. & K.S.R. Gupta Degree College, Tenali",Andhra Pradesh,Guntur,www.guptadegreecollege.org,1991,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32781,"Pedanandipadu College of Arts and Sciences, Pedanandipadu",Andhra Pradesh,Guntur,www.pascollege.ac.in,1968,Rural,Affiliated College,Private Aided (Government Aided),"Acharya Nagarjuna University, Guntur",State Public University
C-32745,"Ravindra Bharathi College of Education, Chirala",Andhra Pradesh,Prakasam,www.ravindhrbharathi.org,2003,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-24361,Miriam Degree College,Andhra Pradesh,East Godavari,miriamchildrenshome.org,1994,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-39492,"Sri Venkateswara College of Education, Darsi",Andhra Pradesh,Prakasam,srivenkateswaracoe.org,2007,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39489,"A.S.N Pharmacy College, Tenali",Andhra Pradesh,Guntur,www.asnpharmacollege.in,2004,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39456,"St. Xavier Institute of Pharmacy, Phirangipuram",Andhra Pradesh,Guntur,www.stxip.org,2008,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39463,"Sri C.V. Raman College of Computer Science, Podili",Andhra Pradesh,Prakasam,www.cvramanccs.com,2000,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39479,"Sarada College of Pharmaceutical Sciences, Narasaraopeta",Andhra Pradesh,Guntur,www.saradacollegeofpharmacy.com,2005,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39469,"N.R.K & K.S.R Gupta College of Pharmacy, Tenali",Andhra Pradesh,Guntur,www.guptapharmacy.org,2010,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39466,"Chegireddy Linga Reddy Instt of Management, Cumbum",Andhra Pradesh,Prakasam,www.clritm.com,2010,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39477,"Shams-Ul-Uloom College of Education, Podili",Andhra Pradesh,Prakasam,www.shamsululoombedpdl.com,2007,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39476,Sri Tatiparthi Venkata Reddy Memorial College of Education,Andhra Pradesh,Prakasam,www.stvrmcoe.in,2007,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39475,"Chalapathi Institute of Engineering & Technology, Lam",Andhra Pradesh,Guntur,www.chalapathiengg.ac.in,2007,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39474,Priyadarsini Institute of Pharmaceutical Science,Andhra Pradesh,Guntur,piper.ac.in,2005,Rural,Affiliated College,Local Body,"Acharya Nagarjuna University, Guntur",State Public University
C-39473,"Vasavi MBA & MCA College, Kandulapuram",Andhra Pradesh,Prakasam,http://www.vasavimba.com/,2007,Rural,Affiliated College,Private Aided (Government Aided),"Acharya Nagarjuna University, Guntur",State Public University
C-39472,"Sri Raja Rajeswari College of Education, Giddalur",Andhra Pradesh,Prakasam,www.rajarajeswari.com,2007,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39467,"Nagarjuna Institute of Management Studies, Chekurapadu",Andhra Pradesh,Prakasam,www.nimsnagarjuna.com,2008,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39465,"Venkateswara College of Eduation, Besthavaripeta",Andhra Pradesh,Prakasam,www.venkateswaraednbsvp.com,2007,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39455,"Vivekananda College of Education, Kandukur",Andhra Pradesh,Prakasam,-,1999,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39454,"Siddhartha Institute of Pharmaceutical Sciences, Jonnalagadda",Andhra Pradesh,Guntur,www.siddharthanrt.org,2007,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-24135,SRI Y.N. COLLEGE,Andhra Pradesh,West Godavari,www.sriyncollege.org,1949,Urban,Affiliated College,Private Aided (Government Aided),"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24209,"ADARSH DEGREE COLLEGE ,PENDURTHI",Andhra Pradesh,Visakhapatnam,www.adarshdc.com,2005,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-24277,"SRI RAMA DEGREE COLLEGE, TANUKU",Andhra Pradesh,West Godavari,asrgroup.co.in,1998,Rural,Affiliated College,Private Aided (Government Aided),"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23843,Sri Raja Rajeswari Degre College,Andhra Pradesh,Kakinada,srrdegreecollegepdp.co.in,2001,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23942,Sri Padmavathi Mahila Degree College,Andhra Pradesh,East Godavari,www.spmcollege.in,2002,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23892,Sri N.S.N.Raju Degree College,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,www.snsnrdc.in,2002,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-41002,"Boggavarapu Guravaiah Degree College, Velpur",Andhra Pradesh,Palnadu,www.svkp.in,2006,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-32697,"S.G.K. Oriental College, Tadikonda",Andhra Pradesh,Guntur,www.sgkoriental.com,1968,Rural,Affiliated College,Private Aided (Government Aided),"Acharya Nagarjuna University, Guntur",State Public University
C-32740,"Anniebesant College of Education, Kandukur",Andhra Pradesh,Prakasam,www.annieedkdk.org,2003,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-66103,KMR COLLEGE OF EDUCATION,Andhra Pradesh,Tirupati,www.kmrtti.in,2016,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-67703,SRI MEDHA DEGREE COLLEGE NELLIMARLA,Andhra Pradesh,Vizianagaram,WWW.SVRCOLLEGES.COM,2013,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-55291,Haritha Nursing Academy,Andhra Pradesh,East Godavari,www.harithahospitalsandnursingacademy.com,2004,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-67567,ENLIGHT COLLEGE OF SCIENCE AND COMMERCE,Andhra Pradesh,Ananthapuramu,https://enlightcollege.mystrikingly.com/,2013,Rural,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-55250,"Vikas College of Physical Education, Nunna",Andhra Pradesh,NTR,http://www.vikascpe.in,2014,Rural,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-67721,GOVERNMENT DEGREE COLLEGE,Andhra Pradesh,Srikakulam,thogaram.jkc@gmail.com,2021,Rural,Affiliated College,State Government,"Dr.B.R.Ambedkar University, Etcherla",State Public University
C-18060,ADITYA COLLEGE OF ENGINEERING & TECHNOLOGY,Andhra Pradesh,East Godavari,www.acet.ac.in,2004,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-55111,University College of Arts and Commerce,Andhra Pradesh,East Godavari,www.nannayauniversity.info,2006,Rural,Constituent / University College,University,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-55266,MOTHER COLLEGE OF EDUCATION,Andhra Pradesh,East Godavari,https://motherknr.wixsite.com/mother/bed,2007,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24068,SRI CHINTALAPATI VARAPRASADA MURTHY RAJU GOVERNMENT DEGREE COLLEGE ,Andhra Pradesh,Eluru,https://gdcganapavaram.ac.in/,1972,Rural,Affiliated College,State Government,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-32764,"K.L.R. Degree College, Giddaluru",Andhra Pradesh,Prakasam,www.klrdegreegdlr.info,1998,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-57693,PRAGNA DEGREE COLLEGE-093,Andhra Pradesh,Nandyal,pragnaedu.com,2016,Urban,Affiliated College,University,"Rayalaseema, University Kurnool",State Public University
C-57692,SRI SAI VENKATESWARA DEGREE COLLEGE(094)GUDUR,Andhra Pradesh,Kurnool,WWW.SRISAIVENKATESWARACOLLEGE.ORG,2016,Urban,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-57674,"St. Joseph BEd College, Kurnool",Andhra Pradesh,Kurnool,stjosephsbedded.com,2016,Urban,Affiliated College,University,"Rayalaseema, University Kurnool",State Public University
C-26361,"Mother Theresa College of Education, Yemmiganur",Andhra Pradesh,Kurnool,www.motherygr.org,2003,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-57532,"Sri Venkateswara Degree college,BANAGANAPALLI ",Andhra Pradesh,Kurnool,http://www.svdegreecollege.co.in,2005,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-57527,D Narayana Reddy Degree College,Andhra Pradesh,Kurnool,www.dnreddycollege.com,2014,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-26292,"Master Degree College, Kurnool",Andhra Pradesh,Kurnool,nandanaminstitution.in,2011,Urban,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-26363,"Cattamanchi Ramlinga Reddy College of Education, Kurnool",Andhra Pradesh,Kurnool,http://cattamanchicollege.net/,2007,Rural,Affiliated College,Private Un-Aided,"Rayalaseema, University Kurnool",State Public University
C-57526,"Sri Lakshmi Sravani College of Education,Medarametla Village, Korisepadu Taluk, Prakasham District",Andhra Pradesh,Prakasam,www.slseducation.in,2016,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39243,Ali College of Education,Andhra Pradesh,Palnadu,www.alicollege.org,2011,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-57525,CHAITANYA COLLEGE OF EDUCATION,Andhra Pradesh,Visakhapatnam,www.chaitanyaednclg.org,2002,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-54940,KONDAVEETI DEGREE COLLEGE-404 GOPALAPURAM,Andhra Pradesh,West Godavari,www.kondaveeti.info.in,2014,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-23962,Sasi Degree College,Andhra Pradesh,West Godavari,www.sasi.ac.in,2001,Urban,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24496,Sri Kolla Veera Swamy Degree College,Andhra Pradesh,East Godavari,www.kvscollege.com,2006,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-49192,"Sai Degree College, Markapur (Trinity)",Andhra Pradesh,Prakasam,www.saidegreecollege.in,2013,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-60905,"MANUU POLYTECHNIC, KADAPA",Andhra Pradesh,Y.S.R.,www.manuu.edu.in,2018,Urban,PG Center / Off-Campus Center,University,"Maulana Azad National Urdu University, Hyderabad",Central University
C-57522,SPR DEGREE COLLEGE,Andhra Pradesh,Vizianagaram,-,2013,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-39245,"M.A.M College of Education, Kesanupalli, Narasaraopeta",Andhra Pradesh,Guntur,www.mamded.com,2007,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39242,"Dr. K.S.P.R College of Education, Kesanupalli, Narasaraopeta",Andhra Pradesh,Guntur,www.kspr.com,2003,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39244,"Asha College of Education, Markapur",Andhra Pradesh,Prakasam,http://ashacollegeofeducation.in,2010,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39238,"Alpha College of Education, Podili",Andhra Pradesh,Prakasam,www.alphacoe.org,2007,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-39241,"Anitha Venkateswara College of Eduation, Tenali",Andhra Pradesh,Guntur,www.avrbedcollege.com,2007,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-57520,SRI LENDI DEGREE COLLEGE,Andhra Pradesh,Vizianagaram,https://srilendidegreecollege.godaddysites.com,2014,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-57518,"Sri Vivekananda College of Education, N.R.T Road, Vinukonda, Guntur District",Andhra Pradesh,Guntur,www.vivekananda.coe.org,2012,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-23903,Visakha Govt. Degree College for Women,Andhra Pradesh,Visakhapatnam,www.womengovtcollegevisakha.ac.in,1975,Urban,Affiliated College,State Government,"Andhra University, Visakhapatnam",State Public University
C-26374,"S.V. Agricultural College, Tirupathi",Andhra Pradesh,Chittoor,www.svagcollege.org,1961,Rural,Constituent / University College,State Government,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-39239,Thotakura RamaKotaiah College of Education,Andhra Pradesh,Guntur,www.thoramcoed.org,2007,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-26375,"Agricultural College, Naira",Andhra Pradesh,Srikakulam,www.agcnaira.com,1989,Rural,Constituent / University College,State Government,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-26377,"Agricultural College, Mahanandi",Andhra Pradesh,Kurnool,www.agcmnd.in,1991,Rural,Constituent / University College,University,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-26378,"Agricultultural College, Bapatla",Andhra Pradesh,Guntur,www.agcbapatla.in,1945,Urban,Constituent / University College,State Government,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-26381,"College of Agricultural Engineering, Madakasira",Andhra Pradesh,Ananthapuramu,www.caemadakasira.ac.in,2008,Rural,Constituent / University College,State Government,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-26373,"College of Agricultural Engineering, Bapatla",Andhra Pradesh,Bapatla,www.caebapatla.ac.in,1983,Urban,Constituent / University College,State Government,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-51893,"SRINIVASA DEGREE COLLEGE, JAMMALAMADUGU",Andhra Pradesh,Y.S.R.,www.srinivasaedu.org,2013,Urban,Affiliated College,Private Un-Aided,"Yogi Vemana University, Kadapa",State Public University
C-74216,"GOVERNMENT MEDICAL COLLEGE,RAJAMAHENDRAVARAM",Andhra Pradesh,East Godavari,https://gmcrajamahendravaram.ap.gov.in,2023,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-23871,Maharajah's college (Autonomous) ,Andhra Pradesh,Vizianagaram,www.mracollegevzm.com,1879,Urban,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-17887,"Krishnaveni Engineering College for Women, Kesanupalli(Post), Narasaraopet,  PIN - 522 601(CC-KC)",Andhra Pradesh,Guntur,www.kecw.edu.in,2008,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-18121,"NRI College of Pharmacy, Pothavarappadu (V), Via Nunna Agiripalli (M), PIN-521212(CC-9E)",Andhra Pradesh,Krishna,www.nricp.edu.in,2007,Rural,Affiliated College,Private Un-Aided,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-30197,Sri BVR Degree College,Andhra Pradesh,Y.S.R.,www.sbvrdc.ac.in,1979,Rural,Affiliated College,Private Aided (Government Aided),"Yogi Vemana University, Kadapa",State Public University
C-24205,S.C.I.M Govt. College,Andhra Pradesh,West Godavari,www.scimgdctanuku.ac.in,1968,Urban,Affiliated College,State Government,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-44486,"Sri Harsha's Womens Degree College, Cumbum",Andhra Pradesh,Prakasam,www.sriharshas.com,2005,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-44487,"Viveka College of Education, Vaddesangam",Andhra Pradesh,Prakasam,vivekahumanist.org,2007,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-44488,"Sarada Degree College, Medarametla",Andhra Pradesh,Prakasam,www.saradaeducation.com,1993,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-44489,"Alpha College of Education, Kanigiri",Andhra Pradesh,Prakasam,www.alphagroup.in,2009,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-69419,GONNA COLLEGE OF PHYSICAL EDUCATION,Andhra Pradesh,Visakhapatnam,www.gcped.in,-,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-25309,"Adusumilli Gopalakrishnaiah and sugarcane grower Siddhartha Degree College of Arts and Science, Vuyyuru",Andhra Pradesh,Krishna,www.agsgsc.edu.in,1975,Rural,Affiliated College,Private Un-Aided,"Krishna University, Machhlipattanam",State Public University
C-24430,"SRI SAI DEGREE COLLEGE, LINGAPALEM",Andhra Pradesh,Eluru,WWW.SRISAIDEGREECOLLEGE.COM,2010,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-39235,"K.S.R & K.R.K College of Education, Tenali",Andhra Pradesh,Guntur,www.ksrkrkedu.org,2006,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-23956,S.K.B.R.Degree College,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,www.skbrcollege.org,1951,Rural,Affiliated College,Private Un-Aided,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-69253,SRI LAKSHMI INSTITUTE OF MEDICAL SCIENCES COLLEGE OF PHYSIOTHERAPY,Andhra Pradesh,Sri Potti Sriramulu Nellore,www.slimscollegeofphysiotherapy.com,-,Urban,Affiliated College,Private Aided (Government Aided),"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-69252,NRI COLLEGE OF PHYSIOTHERAPY,Andhra Pradesh,Guntur,www.nrias.ac.in,-,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-57299,Dr.VARALAKSHMI B P Ed COLLEGE,Andhra Pradesh,Vizianagaram,www.drvaralakshmibpedcollege.org,2016,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-57297,SRINIVASA COLLEGE OF EDUCATION,Andhra Pradesh,Vizianagaram,www.psaranya.org,2016,Rural,Affiliated College,Private Un-Aided,"Andhra University, Visakhapatnam",State Public University
C-69251,GOVERNMENT COLLEGE OF NURSING ONGOLE,Andhra Pradesh,Prakasam,https://gconogl.com,-,Urban,Affiliated College,State Government,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-69247,SANJEEVANI DEGREE COLLEGE,Andhra Pradesh,Sri Potti Sriramulu Nellore,sdcnlr.com,-,Rural,Affiliated College,Private Un-Aided,"Vikram Simhapuri University, Nellore",State Public University
C-69135,GOVERNMENT DEGREE COLLEGE FOR WOMEN PULIVENDULA,Andhra Pradesh,Y.S.R.,gdcwpulivendula.ac.in,-,Urban,Affiliated College,State Government,"Yogi Vemana University, Kadapa",State Public University
C-57277,Vikas Degree College,Andhra Pradesh,Sri Potti Sriramulu Nellore,http://vikaseducationalsociety.co.in,2013,Rural,Affiliated College,Private Un-Aided,"Vikram Simhapuri University, Nellore",State Public University
C-57276,S.L.N. Degree College,Andhra Pradesh,Ananthapuramu,https://slndcatp.in,2016,Rural,Affiliated College,Private Un-Aided,"Sri Krishnadevaraya University, Anantapur",State Public University
C-69453,GITAM INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,Andhra Pradesh,Visakhapatnam,gitam.edu,-,Rural,PG Center / Off-Campus Center,Private Un-Aided,"Gandhi Institute of Technology & Management (GITAM) University, Visakhapatnam",Deemed University-Private
C-57275,Sri Kakatiya Womens Degree College,Andhra Pradesh,Annamayya,http://srikakatiyagroupofinstitutions.com,2016,Rural,Affiliated College,Private Un-Aided,"Sri Venkateswara University, Tirupathy",State Public University
C-57273,"Sri Vivekananda D.P.Ed College, Podili Village, Podili, Prakasam District",Andhra Pradesh,Prakasam,www.svbpedcollege.in,2016,Rural,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
C-68124,SARADA COLLEGE OF PHYSIOTHERAPY,Andhra Pradesh,Prakasam,www.saradaeducation.in,2019,Rural,Affiliated College,Private Un-Aided,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-68104,VINAYAKA POLYTECHNIC OF AGRICULTURE,Andhra Pradesh,Chittoor,SVAGSODAM.IN,-,Rural,Affiliated College,Private Un-Aided,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-68103,VINAYAKA POLYTECHNIC OF AGRICULTURAL ENGINEERING,Andhra Pradesh,Chittoor,www.svecdu.in,-,Rural,Affiliated College,Private Un-Aided,"Acharya NG Ranga Agricultural University, Guntur",State Public University
C-39240,Saraswathi College of Education Giddalur Prakasam District,Andhra Pradesh,Prakasam,www.scttgid.com,2016,Urban,Affiliated College,Private Un-Aided,"Acharya Nagarjuna University, Guntur",State Public University
